"","X","contributions","between_centrality","loc","member","org"
"3586","gabriel",56,0,"San Francisco, CA","False","facebook"
"3587","gabrielrinaldi",19,0,"[]","False","facebook"
"3588","gabrielrumiranda",1,0,"Goiânia-Br","False","facebook"
"3589","gabrielrussoc",51,0.000822831465471387,"Brazil","False","facebook"
"3590","gabro",8,0,"Milan","False","facebook"
"3591","gadtfly",1,0,"[]","False","facebook"
"3592","gaearon",2647,0.00860317353172664,"","True","facebook"
"3593","gaelduplessix",1,0,"[]","False","facebook"
"3594","gafemoyano",1,0,"[]","False","facebook"
"3595","gajus",1,0,"[]","False","facebook"
"3596","galenandrew",3,0,"Dallas, TX","False","facebook"
"3597","galenhuntington",1,0,"[]","False","facebook"
"3598","galhavivi",1,0,"Tel Aviv, Israel","False","facebook"
"3599","gandreadis",1,0,"[]","False","facebook"
"3600","gangadharmgithub",1,0,"[]","False","facebook"
"3601","garethnic",2,0,"[]","False","facebook"
"3602","garmeeh",1,0,"[]","False","facebook"
"3603","garrettgu10",1,0,"[]","False","facebook"
"3604","garyray-k",1,0,"[]","False","facebook"
"3605","gasi",4,0,"[]","False","facebook"
"3606","gaul",2,0,"[]","False","facebook"
"3607","gaurav1086",1,0,"New York","False","facebook"
"3608","gauravberiwal",1,0,"Gurugram, India","False","facebook"
"3609","gauravkumar28",2,0,"","False","facebook"
"3610","gauravtiwari",1,0,"Manchester","False","facebook"
"3611","gauyeung",1,0,"[]","False","facebook"
"3612","gavinbarron",1,0,"[]","False","facebook"
"3613","gaving",1,0,"[]","False","facebook"
"3614","gavinweng",11,0.000190535481675641,"","False","facebook"
"3615","gbandet",3,0,"[]","False","facebook"
"3616","gbarcena",1,0,"[]","False","facebook"
"3617","gbatye",1,0,"United States","True","facebook"
"3618","gbbr",1,0,"[]","False","facebook"
"3619","gbitzes",1,0,"Geneva, Switzerland","False","facebook"
"3620","gbleaney",109,0,"","False","facebook"
"3621","gblotter",7,0,"[]","False","facebook"
"3622","gcaglar",32,4.29169643459881e-05,"","True","facebook"
"3623","gcampax",2,0,"[]","False","facebook"
"3624","gcedo",1,0,"London","False","facebook"
"3625","gclement",16,0,"Lyon, France","False","facebook"
"3626","gcweir",6,0,"","False","facebook"
"3627","gdankel",3,0,"[]","False","facebook"
"3628","gdavidsson",2,0,"San Francisco, CA","False","facebook"
"3629","gdavis",16,0,"[]","False","facebook"
"3630","gdawg",2,0,"[]","False","facebook"
"3631","gdbentley",13,0,"[]","False","facebook"
"3632","gdborton",3,0,"Los Angeles","False","facebook"
"3633","gdhdanny",3,0.000133521933920816,"","False","facebook"
"3634","gdrane",1,0,"","False","facebook"
"3635","gebilaoxiong",2,0,"[]","False","facebook"
"3636","gedeagas",22,0.000648284569354713,"Jakarta - Indonesia.","False","facebook"
"3637","geirman",7,0,"Portland, OR","False","facebook"
"3638","gemedet",14,0,"[]","False","facebook"
"3639","gemery1",1,0,"","False","facebook"
"3640","genadyo",14,0,"[]","False","facebook"
"3641","genbit",3,0,"USA","False","facebook"
"3642","genevievehelsel",18,7.55273772782722e-05,"San Francisco, CA","False","facebook"
"3643","gengjiawen",64,0.00418797818332907,"Shenzhen, China","False","facebook"
"3644","genintho",5,0,"","False","facebook"
"3645","geof90",9,0.000172571203219992,"","False","facebook"
"3646","geoffdavis92",1,0,"[]","False","facebook"
"3647","geoffhanson",3,0,"","False","facebook"
"3648","geoffviola",2,0,"[]","False","facebook"
"3649","george-reynya",14,0,"","False","facebook"
"3650","georgelesica-wf",1,0,"[]","False","facebook"
"3651","georgelorchpercona",22,0,"","False","facebook"
"3652","georgesisco",2,0,"[]","False","facebook"
"3653","georgexu22",2,6.75388056072505e-06,"","False","facebook"
"3654","georgi",1,0,"Berlin","False","facebook"
"3655","geowarin",2,0,"[]","False","facebook"
"3656","gepoggio",10,2.47348271829823e-05,"","False","facebook"
"3657","geraldus",1,0,"[]","False","facebook"
"3658","geralt-encore",1,0,"[]","False","facebook"
"3659","gergelyorosz",1,0,"Amsterdam, NL","False","facebook"
"3660","gergoerdi",70,1.72658503906034e-05,"","False","facebook"
"3661","gerred",1,0,"","False","facebook"
"3662","gesellix",14,0,"[]","False","facebook"
"3663","gespispace",1,0,"[]","False","facebook"
"3664","get9",10,0.000577012774352965,"Monterey, CA","False","facebook"
"3665","getaaron",1,0,"[]","False","facebook"
"3666","getkey",4,0,"Stockholm, Sweden","False","facebook"
"3667","getsetbro",1,0,"[]","False","facebook"
"3668","gf3",4,0,"Toronto, Canada","False","facebook"
"3669","gfontenot",57,0,"Austin, TX","False","facebook"
"3670","gfosco",34,0.000505497116579832,"San Francisco, CA","False","facebook"
"3671","gfx",1,0,"[]","False","facebook"
"3672","gg814",18,0,"","False","facebook"
"3673","ggamel",1,0,"[]","False","facebook"
"3674","ggardet",39,0.0045318496834502,"Chauray, FR, EU","False","facebook"
"3675","ggreif",414,1.72658503906034e-05,"Bavaria, Germany","False","facebook"
"3676","ghassett",1,0,"Cambridge, Massachusetts, USA","False","facebook"
"3677","ghemawat",9,0,"","False","facebook"
"3678","ghiculescu",1,0,"[]","False","facebook"
"3679","ghostd",4,0,"","False","facebook"
"3680","ghostonhuang",16,3.77178157470174e-05,"","False","facebook"
"3681","ghvg1313",10,0.000113529148796391,"","False","facebook"
"3682","gianlucadonato",1,0,"Padova, Italy","False","facebook"
"3683","gianpaj",3,0,"[]","False","facebook"
"3684","gibiansky",1,0,"[]","False","facebook"
"3685","giftkugel",1,0,"Dortmund","False","facebook"
"3686","giladg-FB",1,0,"","False","facebook"
"3687","gimdongwoo",6,0,"Seoul, Korea","False","facebook"
"3688","gimenete",14,0.000994295951146546,"[]","False","facebook"
"3689","gingur",1,0,"Mesa, AZ","False","facebook"
"3690","gintas",18,0,"[]","False","facebook"
"3691","giorgidze",3,0,"[]","False","facebook"
"3692","giorgioazzinnaro",1,0,"Between Lugano and Zurich, Switzerland","False","facebook"
"3693","gipulla",42,0.000102832630436096,"","False","facebook"
"3694","girifb",1,0,"","False","facebook"
"3695","gitanupam",2,0,"[]","False","facebook"
"3696","githubsaturn",2,0,"New York, USA","False","facebook"
"3697","gitter-badger",1,0,"Safe in the Gitter den","False","facebook"
"3698","giuseppeg",1,0,"[]","False","facebook"
"3699","gkaczan",1,0,"Wrocław","False","facebook"
"3700","gkaracha",13,0,"[]","False","facebook"
"3701","gkassabli",2,1.53380379821799e-05,"","False","facebook"
"3702","gkmhub",22,0.00103014104662329,"Seattle, WA","True","facebook"
"3703","gkodinov",3314,0.000102832630436096,"Plovdiv, Bulgaria","False","facebook"
"3704","gkz",247,0.00282121321646117,"","True","facebook"
"3705","glaebhoerl",2,0,"[]","False","facebook"
"3706","glamtechie",75,0,"Mountain View, California","True","facebook"
"3707","glapark",12,0,"[]","False","facebook"
"3708","glauberfc",1,0,"[]","False","facebook"
"3709","glaubitz",1,0,"[]","False","facebook"
"3710","glebec",1,0,"[]","False","facebook"
"3711","glenjamin",4,0,"[]","False","facebook"
"3712","glennq",1,0,"San Francisco","True","facebook"
"3713","glennreyes",8,0.000487654164337462,"Vienna, Austria","False","facebook"
"3714","glennsl",2,0,"Larvik, Norway","False","facebook"
"3715","glensc",4,3.77178157470174e-05,"C-137","False","facebook"
"3716","glenwinters",1,0,"Austin, TX","False","facebook"
"3717","glguy",3,0,"[]","False","facebook"
"3718","glikely",66,0,"UK","False","facebook"
"3719","gliptak",1,0,"[]","False","facebook"
"3720","glittershark",2,0,"Brooklyn, NY","False","facebook"
"3721","glneo",121,0,"","False","facebook"
"3722","glombard",3,0,"[]","False","facebook"
"3723","gluxon",1,0,"","False","facebook"
"3724","gmambro",1,0,"[]","False","facebook"
"3725","gmerinojimenez",1,0,"Madrid","False","facebook"
"3726","gmertk",1,0,"[]","False","facebook"
"3727","gnapse",4,0,"[]","False","facebook"
"3728","gnesher",1,0,"[]","False","facebook"
"3729","gnorsilva",2,0,"[]","False","facebook"
"3730","gnuthor",40,0.000465937381135525,"","False","facebook"
"3731","goenning",1,0,"Dublin, Ireland","False","facebook"
"3732","gogeta95",1,0,"New Delhi, India","False","facebook"
"3733","gokhandoslu",2,0,"[]","False","facebook"
"3734","goksu",1,0,"San Francisco, CA","False","facebook"
"3735","goldsborough",3,7.83731463659243e-05,"Seattle, WA","False","facebook"
"3736","goldsimon",121,0,"","False","facebook"
"3737","gomazaba",3,0,"Japan","False","facebook"
"3738","gonzalezreal",17,0,"[]","False","facebook"
"3739","goodjok",17,0,"[]","False","facebook"
"3740","goodmind",43,0,"","False","facebook"
"3741","gopshank",115,0.000102832630436096,"","False","facebook"
"3742","goshakkk",1,0,"[]","False","facebook"
"3743","govardhan-srinivas",1,0,"Bangalore","False","facebook"
"3744","gpbl",1,0,"Peru","False","facebook"
"3745","grabbou",91,0.000804646751616587,"Poland, Europe","False","facebook"
"3746","grabcode",1,0,"Sydney","False","facebook"
"3747","gracjan",2,0,"[]","False","facebook"
"3748","graemecode",1,0,"[]","False","facebook"
"3749","graetzer",5,0,"Cologne, Germany","False","facebook"
"3750","grahamgilbert",2,0,"San Francisco, CA","False","facebook"
"3751","graingert",6,0,"[]","False","facebook"
"3752","gran33",2,0,"[]","False","facebook"
"3753","grandbora",1,0,"","False","facebook"
"3754","grandstaish",2,0,"London","False","facebook"
"3755","grandwolf",39,0,"","False","facebook"
"3756","grant",2,0,"[]","False","facebook"
"3757","graue",12,0,"[]","False","facebook"
"3758","gre",15,7.10144267382667e-05,"Paris, France","False","facebook"
"3759","greenkeeper[bot]",91,0,"[]","False","facebook"
"3760","greg-baker",1,0,"[]","False","facebook"
"3761","greg7mdp",1,0,"[]","False","facebook"
"3762","gregberge",2,0,"Paris, France","False","facebook"
"3763","gregcotten",19,0,"[]","False","facebook"
"3764","gregeinfrank",1,0,"San Francisco, CA","False","facebook"
"3765","greglockwood",1,0,"","False","facebook"
"3766","gregors",2,0,"Knoxville, TN","False","facebook"
"3767","gregory-m",2,0,"[]","False","facebook"
"3768","gregschechter",32,0,"[]","False","facebook"
"3769","gregwebs",6,0,"[]","False","facebook"
"3770","grevolution",18,0,"[]","False","facebook"
"3771","greysteil",2,0,"London","False","facebook"
"3772","gricard",2,0,"New England","False","facebook"
"3773","gridaphobe",20,1.72658503906034e-05,"New York","False","facebook"
"3774","grievejia",1000,0.000129971218511207,"Menlo Park, CA","False","facebook"
"3775","grifotv",1,0,"[]","False","facebook"
"3776","groodt",3,0,"[]","False","facebook"
"3777","groomsy",2,0,"[]","False","facebook"
"3778","grooverdan",43,0.000221294643549811,"Canberra, Australia","False","facebook"
"3779","grosto",5,0,"","False","facebook"
"3780","groue",60,0,"Paris, France","False","facebook"
"3781","grp",1106,0.00257891023781341,"California","False","facebook"
"3782","grumpyjames",22,0,"[]","False","facebook"
"3783","gruszczy",5,0,"[]","False","facebook"
"3784","grygoriyS",60,0,"","False","facebook"
"3785","gryzzly",3,0,"Berlin, Germany","False","facebook"
"3786","gscottolson",4,0.000119551095863793,"[]","False","facebook"
"3787","gsheld",2,0,"[]","False","facebook"
"3788","gshilin",1,0,"[]","False","facebook"
"3789","gsingh93",1,0,"","False","facebook"
"3790","guangyfb",7,0,"[]","False","facebook"
"3791","guilhermebruzzi",2,0.000196712222655964,"Rio de Janeiro","False","facebook"
"3792","guilhermecvm",1,0,"[]","False","facebook"
"3793","guillaumealgis",1,0,"[]","False","facebook"
"3794","guillaumeaubert",1,0,"[]","False","facebook"
"3795","guillaumejacquart",1,0,"","False","facebook"
"3796","gunn",2,0,"[]","False","facebook"
"3797","guoxiao",4,0.000155975146480916,"Beijing, China","False","facebook"
"3798","gurusami",903,0.000102832630436096,"Bengaluru","False","facebook"
"3799","gusaiani",3,0,"[]","False","facebook"
"3800","gusgard",10,0.000154108981304316,"Montevideo, Uruguay","False","facebook"
"3801","gustavjf",1,0,"Berlin","False","facebook"
"3802","gustavoguichard",1,0,"Florianopolis - SC - Brazil","False","facebook"
"3803","gustavohenke",2,0,"Sydney","False","facebook"
"3804","gustavovnicius",2,0,"Stockholm","False","facebook"
"3805","gustavpursche",1,0,"Berlin","False","facebook"
"3806","guyellis",3,0,"[]","False","facebook"
"3807","guygadebois",1,0,"[]","False","facebook"
"3808","guyuqi",6,0,"Shanghai","False","facebook"
"3809","gvarandas",4,0,"Toronto, ON","False","facebook"
"3810","gvoysey",1,0,"[]","False","facebook"
"3811","gwern",2,0,"[]","False","facebook"
"3812","gwmccull",6,0.000154108981304316,"Truckee, CA","False","facebook"
"3813","gwright83",7,0,"[]","False","facebook"
"3814","gyli",1,0,"[]","False","facebook"
"3815","gyzerok",18,0,"","False","facebook"
"3816","gzayas",1,0,"[]","False","facebook"
"3817","gzxultra",3,0,"[]","False","facebook"
"3818","gzzo",2,0,"[]","False","facebook"
"3819","h-yokoya",23,0,"","False","facebook"
"3820","haasn",29,0,"Germany","False","facebook"
"3821","habibalamin",1,0,"[]","False","facebook"
"3822","hackpascal",58,0,"Chengdu, Sichuan","False","facebook"
"3823","hactar",1,0,"[]","False","facebook"
"3824","hadley",1,0,"Houston, TX","False","facebook"
"3825","hagemt",2,0,"[]","False","facebook"
"3826","haggholm",1,0,"Vancouver, BC","False","facebook"
"3827","haikyuu",3,0.000459450260123886,"[]","False","facebook"
"3828","haiping",377,0,"[]","False","facebook"
"3829","halfaya",6,0,"[]","False","facebook"
"3830","halfzebra",1,0,"[]","False","facebook"
"3831","hallor",34,0,"PL","False","facebook"
"3832","hamidre13",5,0,"[]","False","facebook"
"3833","hammem",26,0,"","False","facebook"
"3834","hamzahamidi",2,0,"France","False","facebook"
"3835","haneefmubarak",7,0,"Portland, OR","False","facebook"
"3836","hankhsiao",14,0,"","False","facebook"
"3837","hanli1",7,0,"","False","facebook"
"3838","hannesr0",59,0.000277116517293188,"","False","facebook"
"3839","hanshell",5,0,"","False","facebook"
"3840","hansoksendahl",1,0,"","False","facebook"
"3841","hansonw",29,0.000658259101852438,"","True","facebook"
"3842","hansroland",24,0,"[]","False","facebook"
"3843","hanswilw",1,0,"Norway","False","facebook"
"3844","hantmac",7,0,"Shanghai","False","facebook"
"3845","hanton",4,0,"[]","False","facebook"
"3846","hanumanthan",2,0,"[]","False","facebook"
"3847","haoboxu",89,0,"","False","facebook"
"3848","haoqiang",1,0,"Singapore","False","facebook"
"3849","haowanglud",1,0,"","False","facebook"
"3850","haoxuany",14,0.000514632251789243,"Facebook","False","facebook"
"3851","haozhun",16,0,"[]","False","facebook"
"3852","haraldur12",1,0,"Hamburg","False","facebook"
"3853","haraniFB",2,0,"[]","False","facebook"
"3854","hardo",1,0,"[]","False","facebook"
"3855","harendra-kumar",3,0,"[]","False","facebook"
"3856","harking",1,0,"[]","False","facebook"
"3857","harokevin",2,0.000146963764147301,"Richland, Wa","False","facebook"
"3858","harouwu",4,8.51108632107835e-05,"","False","facebook"
"3859","harpocrates",92,1.72658503906034e-05,"","False","facebook"
"3860","harrissAvalon",2,0,"[]","False","facebook"
"3861","harrywong",2,0,"Shanghai, China","False","facebook"
"3862","harshadsabne",6,0,"","False","facebook"
"3863","harshvitra",1,0,"[]","False","facebook"
"3864","hartbit",14,1.08247755142413e-05,"Geneva, Switzerland","False","facebook"
"3865","hartzis",2,0,"[]","False","facebook"
"3866","haruair",14,0,"[]","False","facebook"
"3867","haruelrovix",3,0.000332763479187615,"[]","False","facebook"
"3868","harunhasdal",1,0,"[]","False","facebook"
"3869","harveyconnor",1,0,"[]","False","facebook"
"3870","hash0xd",1,0,"杭州","False","facebook"
"3871","hassanfarid",1,0,"Canada","False","facebook"
"3872","hatred",1,0,"[]","False","facebook"
"3873","hatwell",2,0,"[]","False","facebook"
"3874","hawkins",1,0,"Washington, DC","False","facebook"
"3875","haydenevans",1,0,"Denver, CO","False","facebook"
"3876","haydenth",1,0,"Evanston, Illinois","False","facebook"
"3877","hbellam24",6,0,"","False","facebook"
"3878","hbulens",1,0,"","False","facebook"
"3879","hcarty",4,0,"","False","facebook"
"3880","hchau-fb",5,0,"[]","False","facebook"
"3881","hctim",1,0,"[]","False","facebook"
"3882","hczhcz",3,0,"","False","facebook"
"3883","hczhu",2,0,"[]","False","facebook"
"3884","heardrwt",15,0,"[]","False","facebook"
"3885","hearsilent",1,0,"Taipei, Taiwan","False","facebook"
"3886","hectahertz",1,0,"London","False","facebook"
"3887","hed-fb",2,0,"","False","facebook"
"3888","hegazy",1,0,"[]","False","facebook"
"3889","hejld",4,0,"[]","False","facebook"
"3890","heldinz",1,0,"[]","False","facebook"
"3891","helielson",2,0,"Salvador, Brazil","False","facebook"
"3892","hellais",1,0,"Rome, Italy","False","facebook"
"3893","hellendag",90,0.000292974629933726,"Minneapolis, MN","False","facebook"
"3894","hellertime",3,0,"[]","False","facebook"
"3895","helloguo",12,0,"[]","False","facebook"
"3896","hellowin",1,0,"[]","False","facebook"
"3897","helloworld",1,0,"","False","facebook"
"3898","hemano",1,0,"[]","False","facebook"
"3899","hendrikswan",2,0,"[]","False","facebook"
"3900","henrich",1,0,"[]","False","facebook"
"3901","henridf",2,0,"Lausanne","False","facebook"
"3902","henridwyer",2,0,"","False","facebook"
"3903","henrinormak",12,0,"[]","False","facebook"
"3904","henryqdineen",1,0,"Boston, MA","False","facebook"
"3905","hercek",5,0,"[]","False","facebook"
"3906","hermanlee",152,0.00127958313773323,"","True","facebook"
"3907","hermanventer",501,0.000274113332474979,"","True","facebook"
"3908","herrstucki",1,0,"[]","False","facebook"
"3909","hershi",5,0,"Redmond, WA","True","facebook"
"3910","heygrady",2,0,"[]","False","facebook"
"3911","heyhellomat",1,0,"[]","False","facebook"
"3912","heyheyjose",1,0,"[]","False","facebook"
"3913","heyimalex",9,0,"[]","False","facebook"
"3914","hfossli",36,0.000994295951146546,"Oslo, Norway","False","facebook"
"3915","hgolden",2,0,"[]","False","facebook"
"3916","hgoldstein",150,0.00031229661050216,"San Francisco Bay Area","False","facebook"
